time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-11-14T13:27:58.983Z,37.4099,137.2938,12.694,4.6,mb,70,88,1.129,0.53,us,us7000iplv,2022-11-20T18:01:19.040Z,"near the west coast of Honshu, Japan",earthquake,6.23,4.04,0.07,63,reviewed,us,us
2022-11-14T12:39:24.481Z,-26.0129,178.5335,644.05,4.9,mb,45,79,7.498,0.5,us,us7000ipln,2022-11-21T06:32:46.040Z,"south of the Fiji Islands",earthquake,14.82,8.747,0.086,42,reviewed,us,us
2022-11-14T08:08:26.942Z,33.8016,137.2543,357.441,6.1,mww,147,29,1.164,0.62,us,us7000ipkm,2022-11-18T20:00:28.580Z,"84 km SSE of Toba, Japan",earthquake,8.17,4.602,0.071,19,reviewed,us,us
2022-11-14T05:04:11.752Z,-26.0418,178.2262,627.427,6.1,mww,95,43,7.733,1.07,us,us7000ipkb,2022-11-17T00:43:58.986Z,"south of the Fiji Islands",earthquake,10.14,5.701,0.053,34,reviewed,us,us
2022-11-14T04:37:54.800Z,-25.9239,178.4347,630.697,4.6,mb,34,120,7.513,0.65,us,us7000ipk8,2022-11-14T05:32:38.040Z,"south of the Fiji Islands",earthquake,11.04,8.551,0.107,26,reviewed,us,us
2022-11-14T04:20:45.491Z,56.3313,-34.7219,10,4.9,mb,79,74,7.371,0.64,us,us7000ipk4,2022-11-14T04:42:53.040Z,"Reykjanes Ridge",earthquake,10.22,1.888,0.037,233,reviewed,us,us
2022-11-14T03:52:55.988Z,-5.042,147.8138,10,5,mb,18,145,4.383,0.34,us,us7000ipjy,2022-11-14T04:25:10.040Z,"167 km N of Finschhafen, Papua New Guinea",earthquake,12.5,1.961,0.111,26,reviewed,us,us
2022-11-14T01:11:20.167Z,53.9688,-35.4727,10,5.1,mb,170,37,8.964,0.5,us,us7000ipjf,2022-11-21T06:11:30.040Z,"Reykjanes Ridge",earthquake,2.91,1.799,0.027,463,reviewed,us,us
2022-11-14T01:06:05.172Z,2.2142,129.19,10.587,4.6,mb,28,102,2.318,0.46,us,us7000iqns,2022-11-21T05:49:02.040Z,"141 km ENE of Tobelo, Indonesia",earthquake,9.86,2.207,0.116,22,reviewed,us,us
2022-11-14T00:05:28.388Z,-27.921,-175.9779,10,4.6,mb,12,148,6.758,0.92,us,us7000iqnr,2022-11-21T02:50:21.040Z,"Kermadec Islands region",earthquake,7.4,1.954,0.222,6,reviewed,us,us
2022-11-13T22:28:41.068Z,21.509,143.103,322.452,5,mb,112,61,5.625,0.74,us,us7000ipip,2022-11-20T22:38:51.308Z,"Mariana Islands region",earthquake,8.93,5.075,0.027,434,reviewed,us,us
2022-11-13T21:35:28.986Z,-20.1386,-178.0916,575.734,4.6,mb,83,40,2.892,0.67,us,us7000ipif,2022-11-18T03:56:08.040Z,"Fiji region",earthquake,11.78,6.019,0.039,198,reviewed,us,us
2022-11-13T21:09:49.812Z,-11.4633,120.3244,10,4.5,mb,20,64,3.383,0.77,us,us7000iqi3,2022-11-18T03:41:57.040Z,"199 km S of Waingapu, Indonesia",earthquake,4.3,1.903,0.18,9,reviewed,us,us
2022-11-13T16:37:40.140Z,-8.2567,158.8284,104.693,4.7,mb,91,67,1.613,0.5,us,us7000ipha,2022-11-20T17:47:17.040Z,"85 km W of Buala, Solomon Islands",earthquake,7.02,5.714,0.061,84,reviewed,us,us
2022-11-13T15:10:21.938Z,-8.9501,108.8343,39.775,5.2,mww,70,101,1.963,0.67,us,us7000ipgw,2022-11-20T16:32:42.030Z,"152 km SSW of Kroya, Indonesia",earthquake,8.06,5.81,0.093,11,reviewed,us,us
2022-11-13T14:49:46.928Z,-18.3856,-172.5295,10,4.5,mb,18,196,1.42,0.98,us,us7000iqhs,2022-11-17T20:03:44.040Z,"156 km E of Neiafu, Tonga",earthquake,7.57,1.846,0.191,10,reviewed,us,us
2022-11-13T13:55:28.282Z,11.7292,-87.3894,35.072,4.5,mb,70,115,1.831,0.6,us,us7000ipgs,2022-11-17T17:38:55.040Z,"86 km SSW of Corinto, Nicaragua",earthquake,7.81,7.325,0.07,62,reviewed,us,us
2022-11-13T12:13:21.065Z,7.3492,-71.8699,10,4.6,mb,53,63,1.883,0.72,us,us7000ipgi,2022-11-20T07:55:33.040Z,"46 km NE of Cubará, Colombia",earthquake,7.74,1.884,0.089,38,reviewed,us,us
2022-11-13T09:20:47.809Z,51.0034,-179.1244,35,4.7,mb,183,194,0.584,0.75,us,us7000ipg0,2022-11-20T06:25:54.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,4.2,1.916,0.037,223,reviewed,us,us
2022-11-13T08:49:29.289Z,-17.4434,-178.6575,550.977,4.6,mb,38,93,3.152,0.59,us,us7000ipfw,2022-11-13T09:04:55.040Z,"225 km ENE of Levuka, Fiji",earthquake,10.38,9.158,0.103,32,reviewed,us,us
2022-11-13T08:16:48.328Z,44.0411,148.2666,37.834,5.1,mb,94,123,4.089,1.03,us,us7000ipfq,2022-11-13T08:38:28.040Z,"126 km ENE of Shikotan, Russia",earthquake,8.63,5.644,0.024,565,reviewed,us,us
2022-11-13T03:55:37.236Z,-15.8943,-172.7384,10,5,mb,16,123,2.663,1.07,us,us7000ipek,2022-11-13T04:16:17.040Z,"113 km E of Hihifo, Tonga",earthquake,11.13,1.911,0.17,13,reviewed,us,us
2022-11-13T03:00:43.776Z,-37.4362,-73.7566,17.514,5,mb,42,134,0.823,0.7,us,us7000ipec,2022-11-13T12:35:02.625Z,"21 km NNW of Lebu, Chile",earthquake,4.31,4.359,0.088,41,reviewed,us,us
2022-11-13T02:24:57.806Z,-37.4557,-73.7425,18,6.2,mww,102,62,0.833,0.92,us,us7000ipe4,2022-11-15T03:29:52.336Z,"Near the coast of Bio-Bio, Chile",earthquake,6.3,1.71,0.069,20,reviewed,us,us
2022-11-13T02:24:02.036Z,-37.553,-73.7655,29.523,5.7,mwr,57,119,0.926,0.82,us,us7000ipe2,2022-11-14T02:27:05.485Z,"11 km WNW of Lebu, Chile",earthquake,4.8,5.52,0.068,21,reviewed,us,us
2022-11-13T02:08:07.419Z,34.338,26.486,10,4.8,mww,82,51,1.619,1.11,us,us7000ipe1,2022-11-17T22:17:56.731Z,"Crete, Greece",earthquake,4.33,1.837,0.098,10,reviewed,us,us
2022-11-13T01:47:44.731Z,22.4014,121.1602,5.055,5.1,mww,56,101,0.421,0.62,us,us7000ipdy,2022-11-13T05:49:01.819Z,"61 km NE of Hengchun, Taiwan",earthquake,5.56,4.555,0.078,16,reviewed,us,us
2022-11-12T22:21:40.635Z,-36.9586,178.9975,22.733,4.7,mb,20,134,0.817,0.91,us,us7000ipd2,2022-11-12T23:13:50.040Z,"off the east coast of the North Island of New Zealand",earthquake,4.79,7.372,0.153,13,reviewed,us,us
2022-11-12T15:11:47.691Z,28.5884,141.1687,54.563,4.7,mb,29,140,4.66,1.15,us,us7000ipbq,2022-11-12T16:12:51.040Z,"Bonin Islands, Japan region",earthquake,13.29,8.585,0.108,26,reviewed,us,us
2022-11-12T14:41:18.095Z,-18.5842,-172.341,25.926,5,mb,22,100,1.575,1.18,us,us7000ipbd,2022-11-12T15:03:54.040Z,"173 km E of Neiafu, Tonga",earthquake,8.43,7.636,0.129,24,reviewed,us,us
2022-11-12T14:27:05.067Z,29.3296,81.1677,10,5.2,mww,104,44,3.924,0.65,us,us7000ipbc,2022-11-13T01:41:56.818Z,"23 km ENE of Dipayal, Nepal",earthquake,8.46,1.749,0.098,10,reviewed,us,us
2022-11-12T14:09:21.600Z,-18.388,-172.3467,27.446,4.9,mb,23,186,1.59,0.96,us,us7000ipbb,2022-11-12T14:30:48.040Z,"175 km E of Neiafu, Tonga",earthquake,10.1,3.624,0.122,23,reviewed,us,us
2022-11-12T13:32:13.714Z,36.2966,3.0566,10,4.9,mb,28,165,3.496,0.8,us,us7000ipav,2022-11-12T14:49:33.508Z,"22 km NE of Berrouaghia, Algeria",earthquake,6.81,1.764,0.168,11,reviewed,us,us
2022-11-12T13:18:45.660Z,-8.1792,107.3782,44.571,5.2,mww,96,32,0.761,1.05,us,us7000ipau,2022-11-13T07:35:03.234Z,"108 km S of Banjar, Indonesia",earthquake,5.1,4.479,0.098,10,reviewed,us,us
2022-11-12T12:29:33.173Z,-8.0513,107.2366,48.937,4.8,mb,50,86,0.714,0.53,us,us7000ipam,2022-11-12T13:06:37.040Z,"97 km SSW of Banjar, Indonesia",earthquake,5.81,6.82,0.084,44,reviewed,us,us
2022-11-12T11:50:50.896Z,-19.0144,-172.4518,22.163,4.9,mb,31,130,1.511,0.29,us,us7000ipal,2022-11-12T12:51:47.040Z,"166 km ESE of Neiafu, Tonga",earthquake,8.6,5.077,0.11,26,reviewed,us,us
2022-11-12T11:01:42.842Z,1.2811,123.145,41.433,4.9,mb,50,71,2.337,0.51,us,us7000ipa5,2022-11-12T11:21:20.040Z,"82 km N of Gorontalo, Indonesia",earthquake,5.38,6.995,0.089,40,reviewed,us,us
2022-11-12T10:52:59.763Z,-20.0754,-178.166,580.245,4.6,mb,58,54,2.981,0.57,us,us7000ipa3,2022-11-12T11:12:09.040Z,"Fiji region",earthquake,13.24,7.878,0.032,289,reviewed,us,us
2022-11-12T10:47:59.857Z,2.2182,129.268,10,5,mb,54,91,2.383,0.48,us,us7000ipa1,2022-11-12T11:04:14.040Z,"Halmahera, Indonesia",earthquake,8.51,1.883,0.079,51,reviewed,us,us
2022-11-12T07:29:33.488Z,-20.0613,-178.4259,577.421,5.1,mb,98,47,3.213,0.6,us,us7000ip8v,2022-11-12T07:46:20.040Z,"Fiji region",earthquake,12.45,7.944,0.038,228,reviewed,us,us
2022-11-12T07:09:14.046Z,-20.1155,-178.3627,587.189,7,mww,168,21,3.139,0.78,us,us7000ip8h,2022-11-16T03:13:37.235Z,"Fiji region",earthquake,9.23,3.277,0.06,27,reviewed,us,us
2022-11-12T07:08:11.105Z,36.5274,71.2074,83.123,4.6,mb,45,106,0.783,0.68,us,us7000ip8g,2022-11-12T07:52:25.040Z,"33 km WSW of Ashkāsham, Afghanistan",earthquake,5.05,7.032,0.1,30,reviewed,us,us
2022-11-12T04:39:47.500Z,14.1232,-90.787,99.622,5.8,mww,99,80,0.494,1.26,us,us7000ip7p,2022-11-14T19:03:31.212Z,"11 km SE of Masagua, Guatemala",earthquake,5.34,3.709,0.034,81,reviewed,us,us
2022-11-12T03:06:50.523Z,14.5474,145.5955,10,4.6,mb,18,69,1.185,0.8,us,us7000iqf8,2022-11-17T22:45:26.040Z,"46 km S of San Jose Village, Northern Mariana Islands",earthquake,10.05,1.908,0.158,12,reviewed,us,us
2022-11-12T01:45:37.245Z,31.4882,-41.0171,10,4.6,mb,38,107,21.66,0.66,us,us7000iqf5,2022-11-17T22:12:51.040Z,"northern Mid-Atlantic Ridge",earthquake,6.61,1.898,0.065,72,reviewed,us,us
2022-11-11T23:53:57.541Z,-19.97,169.9507,9.31,4.6,mb,35,98,3.517,0.74,us,us7000ip6e,2022-11-20T05:05:14.040Z,"Vanuatu",earthquake,9.71,4.717,0.111,24,reviewed,us,us
2022-11-11T23:26:22.383Z,-4.982,131.6086,28.935,4.8,mb,60,50,2.146,0.64,us,us7000ip6a,2022-11-20T04:57:57.040Z,"Banda Sea",earthquake,5.05,4.772,0.089,39,reviewed,us,us
2022-11-11T23:13:42.527Z,27.065,102.884,18.169,4.6,mb,67,66,5.79,0.63,us,us7000ip68,2022-11-20T05:15:31.040Z,"87 km WSW of Zhaotong, China",earthquake,5.38,3.581,0.073,55,reviewed,us,us
2022-11-11T22:14:10.265Z,-1.6042,137.1347,19.627,4.6,mb,35,75,3.68,0.92,us,us7000ip5u,2022-11-20T04:35:59.040Z,"near the north coast of Papua, Indonesia",earthquake,5.16,5.176,0.101,29,reviewed,us,us
2022-11-11T21:21:13.300Z,45.7466,149.8389,112.498,4.5,mb,35,135,5.049,0.69,us,us7000ip5e,2022-11-20T04:21:06.040Z,"Kuril Islands",earthquake,4.92,7.266,0.115,22,reviewed,us,us
2022-11-11T21:12:09.417Z,-25.3336,179.7103,485.567,4.7,mb,12,139,6.248,0.59,us,us7000iq5t,2022-11-20T01:29:10.040Z,"south of the Fiji Islands",earthquake,12.52,15.001,0.225,6,reviewed,us,us
2022-11-11T18:44:08.824Z,27.5382,56.1205,10,4.6,mb,84,77,2.583,0.48,us,us7000ip4k,2022-11-11T20:57:43.589Z,"42 km NNW of Bandar Abbas, Iran",earthquake,7.98,1.792,0.058,90,reviewed,us,us
2022-11-11T18:02:08.781Z,27.4674,140.1445,447.17,4.6,mb,130,82,5.636,0.71,us,us7000ip4d,2022-11-11T18:27:08.040Z,"Bonin Islands, Japan region",earthquake,9.99,7.596,0.033,272,reviewed,us,us
2022-11-11T17:32:24.886Z,25.029,128.7941,14.319,5.3,mww,195,36,1.86,0.57,us,us7000ip48,2022-11-13T22:30:03.298Z,"165 km SE of Itoman, Japan",earthquake,6.39,3.352,0.093,11,reviewed,us,us
2022-11-11T15:47:58.162Z,-0.0517,124.5858,10,4.6,mb,24,50,2.063,1.07,us,us7000ip3n,2022-11-11T17:37:49.040Z,"153 km S of Tomohon, Indonesia",earthquake,6.68,1.925,0.132,17,reviewed,us,us
2022-11-11T15:07:35.667Z,-18.702,-172.2634,22.34,4.6,mb,6,123,1.647,0.41,us,us7000ip21,2022-11-11T15:55:36.040Z,"181 km E of Neiafu, Tonga",earthquake,6.25,14.956,0.173,10,reviewed,us,us
2022-11-11T15:02:08.012Z,-15.6013,-13.3391,10,4.6,mb,18,61,7.687,1.04,us,us7000iq5w,2022-11-18T19:14:43.040Z,"southern Mid-Atlantic Ridge",earthquake,10.64,1.539,0.141,15,reviewed,us,us
2022-11-11T15:01:04.779Z,-15.5941,-13.2375,10,5,mb,29,56,23.627,0.93,us,us7000ip22,2022-11-11T15:21:47.040Z,"southern Mid-Atlantic Ridge",earthquake,13.31,1.875,0.103,30,reviewed,us,us
2022-11-11T14:42:57.902Z,-18.6045,-172.4108,22.971,4.8,mb,32,124,1.508,0.37,us,us7000ip1v,2022-11-19T08:55:46.040Z,"166 km E of Neiafu, Tonga",earthquake,6.68,5.877,0.111,25,reviewed,us,us
2022-11-11T14:35:31.377Z,-15.5765,-13.1191,10,4.7,mb,28,59,7.109,0.37,us,us7000iq5n,2022-11-18T09:15:40.040Z,"southern Mid-Atlantic Ridge",earthquake,7.37,1.868,0.117,22,reviewed,us,us
2022-11-11T14:31:51.700Z,-15.6171,-13.2489,10,5.3,mb,78,43,7.232,0.58,us,us7000ip1t,2022-11-19T09:09:54.040Z,"southern Mid-Atlantic Ridge",earthquake,10.58,1.845,0.057,103,reviewed,us,us
2022-11-11T12:34:45.866Z,-8.612,-71.428,626.976,4.9,mb,99,62,1.538,0.6,us,us7000ip1g,2022-11-19T09:23:00.040Z,"Acre, Brazil",earthquake,10.94,7.331,0.044,161,reviewed,us,us
2022-11-11T12:25:22.047Z,-18.6125,-172.4488,27.525,4.6,mb,22,124,1.471,0.37,us,us7000iq5c,2022-11-18T07:24:07.040Z,"Tonga region",earthquake,7.22,3.68,0.136,16,reviewed,us,us
2022-11-11T11:57:33.493Z,-18.1471,-172.0528,16.485,5.1,mb,75,37,1.915,0.31,us,us7000ip1c,2022-11-19T09:40:46.040Z,"Tonga region",earthquake,6.53,3.948,0.057,100,reviewed,us,us
2022-11-11T11:39:29.162Z,-3.7365,100.5702,10,5,mb,59,72,2.459,0.54,us,us7000ip19,2022-11-18T11:49:29.040Z,"188 km W of Bengkulu, Indonesia",earthquake,8.55,1.875,0.077,54,reviewed,us,us
2022-11-11T11:11:07.454Z,-18.5632,-172.4639,25.024,4.5,mb,18,169,1.459,0.23,us,us7000iq5a,2022-11-18T07:30:58.040Z,"160 km E of Neiafu, Tonga",earthquake,7.28,7.606,0.171,10,reviewed,us,us
2022-11-11T11:01:49.228Z,-13.8796,170.9356,636.353,4.9,mb,94,59,3.934,0.39,us,us7000ip16,2022-11-18T11:41:24.040Z,"Vanuatu region",earthquake,12.72,3.601,0.049,130,reviewed,us,us
2022-11-11T10:48:45.102Z,-19.3181,-172.1001,24.797,7.3,mww,109,21,1.917,0.79,us,us7000ip0l,2022-11-15T21:40:13.147Z,"Tonga region",earthquake,6.18,3.635,0.063,24,reviewed,us,us
2022-11-11T10:16:32.112Z,-7.5003,127.8668,159.738,4.5,mb,45,54,3.435,0.48,us,us7000ip0g,2022-11-11T10:32:47.040Z,"148 km NE of Lospalos, Timor Leste",earthquake,7.55,7.657,0.098,31,reviewed,us,us
2022-11-11T01:36:57.109Z,13.9399,120.6962,125.511,4.9,mb,53,122,8.838,0.88,us,us7000inz0,2022-11-11T01:53:55.040Z,"3 km E of Bungahan, Philippines",earthquake,10.89,7.924,0.053,111,reviewed,us,us
2022-11-11T01:04:06.089Z,43.0153,146.8387,50.75,4.5,mb,21,191,2.899,0.47,us,us7000inyx,2022-11-11T01:30:51.040Z,"87 km S of Shikotan, Russia",earthquake,14.95,10.833,0.144,14,reviewed,us,us
2022-11-10T23:16:08.295Z,10.2771,121.9439,10,4.5,mb,89,65,4.803,0.6,us,us7000inyu,2022-11-20T04:18:14.040Z,"16 km SSW of Magdalena, Philippines",earthquake,7.42,1.836,0.066,67,reviewed,us,us
2022-11-10T18:58:14.343Z,-4.256,151.7922,225.813,4.5,mb,35,112,0.376,0.85,us,us7000invq,2022-11-11T22:31:32.040Z,"41 km W of Rabaul, Papua New Guinea",earthquake,15.38,8.372,0.097,31,reviewed,us,us
2022-11-10T13:32:58.153Z,-18.2533,168.5877,94.414,4.6,mb,25,113,4.467,0.57,us,us7000int1,2022-11-10T15:34:55.040Z,"64 km SSE of Port-Vila, Vanuatu",earthquake,9.67,5.936,0.119,21,reviewed,us,us
2022-11-10T13:22:29.629Z,-20.0877,178.094,10,4.7,mb,16,79,6.369,0.73,us,us7000ipvw,2022-11-18T17:54:44.040Z,"218 km S of Suva, Fiji",earthquake,11.14,1.703,0.174,10,reviewed,us,us
2022-11-10T10:25:37.159Z,-14.8333,166.7952,37.909,5.2,mww,65,30,0.726,0.96,us,us7000insd,2022-11-11T19:40:59.040Z,"37 km NW of Port-Olry, Vanuatu",earthquake,8.09,4.901,0.071,19,reviewed,us,us
2022-11-10T10:17:24.903Z,-15.7581,-177.9677,10.774,4.5,mb,16,122,1.45,0.61,us,us7000ipvp,2022-11-17T09:13:47.040Z,"160 km S of Alo, Wallis and Futuna",earthquake,11.01,2.49,0.18,9,reviewed,us,us
2022-11-10T05:56:27.688Z,4.208,96.4141,11.154,4.5,mb,39,92,1.145,0.47,us,us7000inqi,2022-11-10T06:59:48.040Z,"32 km ENE of Meulaboh, Indonesia",earthquake,6.13,4.597,0.11,27,reviewed,us,us
2022-11-10T05:01:07.520Z,28.411,94.3666,20.7,5.4,mww,92,59,6.683,0.65,us,us7000inqd,2022-11-13T00:38:07.190Z,"13 km S of Shi Yomi, India",earthquake,8.48,5.162,0.098,10,reviewed,us,us
2022-11-10T03:47:56.768Z,-6.5229,129.8651,163.508,4.6,mb,17,96,4.296,0.51,us,us7000ipvk,2022-11-18T02:48:36.040Z,"Banda Sea",earthquake,10.95,8.764,0.193,8,reviewed,us,us
2022-11-10T03:33:36.674Z,18.4649,146.4206,10,4.6,mb,45,52,5.072,0.49,us,us7000ipvj,2022-11-18T02:28:17.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.54,1.825,0.122,20,reviewed,us,us
2022-11-09T20:59:12.029Z,7.3382,94.2276,10.418,4.7,mb,54,155,3.42,0.6,us,us7000inn2,2022-11-09T22:02:20.040Z,"200 km NW of Sabang, Indonesia",earthquake,9.92,3.276,0.087,40,reviewed,us,us
2022-11-09T18:41:04.019Z,-25.9393,178.5721,656.487,4.8,mb,71,51,4.543,0.92,us,us7000inmi,2022-11-09T21:49:58.040Z,"south of the Fiji Islands",earthquake,12.02,6.717,0.061,83,reviewed,us,us
2022-11-09T17:49:46.812Z,-26.0582,178.4218,658.377,5.1,mb,124,24,4.551,0.96,us,us7000inmb,2022-11-18T21:57:49.040Z,"south of the Fiji Islands",earthquake,9.54,5.246,0.034,289,reviewed,us,us
2022-11-09T17:41:46.690Z,-10.9398,113.3809,10,4.8,mb,46,33,2.569,0.91,us,us7000inma,2022-11-18T21:15:05.040Z,"293 km S of Kencong, Indonesia",earthquake,5.5,1.643,0.089,39,reviewed,us,us
2022-11-09T16:31:54.718Z,-20.3302,-177.6724,492.057,4.5,mb,45,111,3.163,0.48,us,us7000inlz,2022-11-16T05:35:11.040Z,"271 km WNW of Haveluloto, Tonga",earthquake,8.88,8.686,0.108,25,reviewed,us,us
2022-11-09T10:14:33.541Z,-25.5948,178.2778,623.647,6.6,mww,109,22,4.976,1.09,us,us7000inht,2022-11-10T10:27:21.960Z,"south of the Fiji Islands",earthquake,10.04,5.993,0.098,10,reviewed,us,us
2022-11-09T09:51:04.520Z,-26.0442,178.3808,665.267,7,mww,131,25,4.586,0.85,us,us7000ingi,2022-11-10T17:53:56.641Z,"south of the Fiji Islands",earthquake,10.63,7.014,0.093,11,reviewed,us,us
2022-11-09T09:50:50.992Z,-25.6972,178.3344,635.194,4.9,mb,68,89,4.866,1.01,us,us7000inh1,2022-11-09T11:36:40.040Z,"south of the Fiji Islands",earthquake,11.99,8.512,0.072,61,reviewed,us,us
2022-11-09T09:38:42.801Z,-25.9678,178.3625,628.923,6.8,mww,91,19,4.652,0.9,us,us7000ingh,2022-11-10T09:53:50.486Z,"south of the Fiji Islands",earthquake,10.06,6.157,0.078,16,reviewed,us,us
2022-11-09T08:40:12.132Z,36.1738,140.033,56.045,5,mb,78,100,1.517,0.94,us,us7000ingc,2022-11-10T04:40:51.975Z,"6 km WSW of Tsukuba, Japan",earthquake,6.93,5.907,0.037,228,reviewed,us,us
2022-11-09T07:42:09.192Z,23.0201,121.308,10,4.7,mb,29,98,0.291,0.85,us,us7000ing7,2022-11-09T08:27:05.040Z,"87 km E of Yujing, Taiwan",earthquake,5.25,1.917,0.195,13,reviewed,us,us
2022-11-09T06:14:03.792Z,-11.1929,164.8665,37.932,4.5,mb,24,104,4.801,0.54,us,us7000ipn2,2022-11-16T09:54:49.040Z,"114 km WSW of Lata, Solomon Islands",earthquake,8.96,6.663,0.156,12,reviewed,us,us
2022-11-09T06:07:27.036Z,43.9297,13.3098,10,5.6,mww,132,14,0.877,1.03,us,us7000infp,2022-11-14T07:28:09.694Z,"22 km NE of Marotta, Italy",earthquake,4.3,1.833,0.046,45,reviewed,us,us
2022-11-09T05:32:43.411Z,-20.3422,-178.1344,561.263,4.5,mb,24,71,2.864,0.43,us,us7000infm,2022-11-10T06:31:59.040Z,"Fiji region",earthquake,14.44,9.265,0.145,14,reviewed,us,us
2022-11-09T03:51:54.598Z,2.8811,128.6623,35,5,mb,77,86,2.463,0.46,us,us7000inf3,2022-11-16T05:43:03.040Z,"Halmahera, Indonesia",earthquake,9.31,1.884,0.075,56,reviewed,us,us
2022-11-09T03:37:25.310Z,31.6581,131.8125,35,4.5,mb,61,88,1.17,0.68,us,us7000inf2,2022-11-16T05:39:11.040Z,"42 km E of Nichinan, Japan",earthquake,5.82,1.897,0.106,26,reviewed,us,us
2022-11-09T01:15:09.397Z,-4.2204,-80.5016,42.705,5.1,mww,48,136,8.501,0.5,us,us7000ine5,2022-11-10T03:42:51.983Z,"30 km ESE of Papayal, Peru",earthquake,9.83,5.061,0.098,10,reviewed,us,us
2022-11-09T00:27:46.354Z,11.1924,126.4496,10,4.6,mb,49,127,4.186,0.6,us,us7000ine1,2022-11-16T04:04:06.040Z,"73 km ENE of Sulangan, Philippines",earthquake,6.79,1.836,0.085,42,reviewed,us,us
2022-11-08T20:56:42.193Z,32.3847,142.4644,10,4.5,mb,31,101,2.349,0.42,us,us7000ind1,2022-11-09T09:02:09.790Z,"Izu Islands, Japan region",earthquake,10.65,1.895,0.135,18,reviewed,us,us
2022-11-08T20:27:23.418Z,29.2742,81.1486,18.082,5.7,mww,256,13,3.919,0.64,us,us7000incn,2022-11-14T17:20:27.886Z,"20 km E of Dipayal, Nepal",earthquake,7.45,3.031,0.057,30,reviewed,us,us
